id_cliente,nombre_cliente,ingresos_ano_anterior,egresos_ano_anterior,valor_credito_mora,numero_cuotas_mora,edad
103797,Fernando Gonzalo Chávez Moreno,3500000.00,1938601,3500000,6,36
103275,Santiago Mendoza García,5000000.00,4483541 COP,$ 0,0,59
102704,Diego Carlos García Suárez,50000000.00,28232118,$12000000,11 cuotas,45.5
100584,María Pérez Rojas,3500000,2022271 COP,12000000,11,78.5
101452,Mateo Juliana Díaz Restrepo,9500000,5140561,0.00,0,18
102780,Patricia Ricardo Vargas Restrepo,"$ 18,000,000","$ 7,560,116",12000000,10,36
101233,Mohammed Abu Teir,25000000,11100248,0,0,17 años
102156,Daniela Lucía González Ramírez,$2500000,1178278.00,0,0,49
103737,Lucía Mateo Ospina Rodríguez,5000000.00,2170404,6400000 COP,5.0,28.5
103222,Ismael Zambada Garcia,5000000 COP,,$ 0,0,46
101650,Fernando Navarro Ramírez,12000000.00,7874875,6400000,9 cuotas,61
101365,Diana López Pérez,35000000,16027129,0,0,17
102114,Ana Martínez Morales,2500000,$1926303,,5,76
103299,Felipe Silva Gómez,25000000,18364382,0 COP,0,32
102129,Valentina Restrepo Gómez,7200000,5302064,1200000.00,8,57
101657,Esteban Sánchez Silva,18000000,14113949,0 COP,0,
102605,Daniela Mateo Pérez González,$25000000,,0.00,0,65
101950,Tareck Zaidan El Aissami,2500000 COP,1681351,12000000 COP,1,
101707,Laura Juan Martínez Sánchez,12000000,10620870,0 COP,0 cuotas,17
103719,Diana Ospina Arias,2500000,1825538,12000000,2,29
101465,,,12667760,0 COP,0,16
102686,"CABELLO RONDON, Diosdado","$ 25,000,000","$ 14,061,443",0.00,,
103782,Diana Luis Sánchez Ramírez,5000000,3295426,0.00,0,70
102858,Camila Adriana Chávez Ramírez,9500000,"$ 5,724,075",0.00,,23
100395,Luis Díaz Ortiz,"$ 18,000,000",10278172,0 COP,0,
103095,Gabriel Vargas Suárez,"$ 18,000,000",10392231,12000000,4,68
101315,Lucía Vargas Mendoza,9500000,4394558.00,0.00,0,58.5
102011,Joaquin Guzman Loera 'El Chapo',$12000000,4885120 COP,$ 0,0,38
102576,Camilo Valentina Pérez Rodríguez,2500000 COP,$2235298,0,,82
102327,HAMAS,35000000.00,27551726,1200000.00,11,30
101460,Lucía Morales González,"$ 35,000,000",26153919,6400000 COP,11,38
100413,Daniela José Ramírez Silva,$9500000,"$ 6,184,904",0 COP,0,
103777,Miguel A. Treviño Morales,12000000,$5197278,,0,16
100306,Ismael Zambada Garcia,35000000,31046227 COP,$ 0,0,71
103757,,2500000,"$ 1,264,759",0 COP,0.0,
100570,,2500000,1148503,0.00,0,64
101416,Ana García López,"$ 9,500,000",7814185,12000000 COP,2 cuotas,52
100145,Javier Claudia López González,"$ 18,000,000",8133077.00,0 COP,0,14
103168,Jorge Martínez Rodríguez,"$ 18,000,000",9106840.00,6400000,2,60
101760,Javier Suárez Ramírez,18000000,7268446,$3500000,5,70
103760,Natalia Jiménez Restrepo,18000000,,$ 0,0,33
100313,Juliana Carlos Gutiérrez Martínez,18000000.00,$8933943,0 COP,0,82
102693,"AL-ZAZA, Ziad",35000000,,$ 0,0,28
103676,Rafael Caro-Quintero,12000000,7903662,0,0,64
100221,Gabriel Claudia Hernández González,9500000,7777354,,7,71
103446,"MADURO MOROS, Nicolas",3500000,"$ 2,400,639",$ 0,0,57
102662,"LUKASHENKO, Aleksandr","$ 7,200,000",5765226,$ 0,0,52
101143,Daniela Pérez Martínez,"$ 35,000,000",$28707993,$ 0,0,32
102181,Jorge Vargas Restrepo,50000000,41673476 COP,1200000,5,27
101396,Alejandro Patricia Morales Rodríguez,7200000,4286880,"$ 500,000",4,16.5
101736,Ana Daniela Mendoza Ospina,5000000 COP,"$ 2,746,887",0,0,46 años
103275,Santiago Mendoza García,5000000.00,4483541 COP,$ 0,0,
101100,Esteban Rojas Romero,50000000,34999821.00,500000.00,4,40
102328,"ZAMBADA GARCIA, Ismael",12000000,5488730,1200000,,66
101966,Mariana López Moreno,25000000 COP,,$1200000,11,16
102258,"SANCHEZ CEREN, Salvador","$ 50,000,000",27789628 COP,0 COP,0,77
103568,Verónica Vargas Torres,3500000,2462767.00,0,0,70
102375,Aleksandr Lukashenko,$18000000,9841261.00,$ 0,0,50
102459,Patricia Juan Moreno López,5000000,"$ 2,894,361",$ 0,0,16
100292,Gabriel Romero Arias,"$ 7,200,000",$4555355,0 COP,0,
101927,Natalia Arias Romero,9500000 COP,$7202261,0 COP,0,31
102092,Juan Morales Hernández,7200000,3058775,500000,2,70
102691,Mahmoud Khaled Zahhar,"$ 9,500,000",3884722.00,6400000,5.0,33
102315,"SAAB MORAN, Alex Nain",2500000,$1086817,$ 0,0,14
101102,Camilo Javier Valencia Hernández,12000000,7762911,,0 cuotas,23
102838,Natalia Hernández Sánchez,50000000,$22568590,"$ 3,500,000",12,77 años
102071,"AL-ASSAD, Bashar",35000000 COP,$31317388,500000,2,16 años
102761,Gonzalo Juan Pérez Ortiz,35000000,"$ 18,675,521",0 COP,0 cuotas,39.5
102359,Diana Arias Torres,18000000,9629208,0.00,0,62
103135,Camila Torres Rodríguez,2500000,$1650811,1200000.00,9.0,56
103703,Juan Luis Ramírez Suárez,"$ 18,000,000",12932132.00,,11,55 años
102958,Diana Jiménez González,"$ 9,500,000",7439459,0.00,0,48
102867,Mariana Lucía Mendoza Jaramillo,3500000,,6400000,4,31
102760,Fernando Ortiz Díaz,"$ 7,200,000",,0 COP,0,26.5
102020,Claudia Laura Ortiz Silva,12000000,9362927,12000000 COP,2,66
103101,Adriana Camilo Torres Sánchez,50000000,,3500000,11,81
101422,Sofía Claudia Hernández González,35000000,17552862,$ 0,0.0,46 años
101181,Diosdado Cabello Rondon,3500000,$2703795,"$ 500,000",,24
102451,Laura Díaz Rodríguez,18000000,9108594,0 COP,0,53
102998,,,8945384,12000000.00,8,
101820,Carlos Romero Castro,18000000,8193025,0,0,
101339,Diana José Ortiz García,$7200000,3294676.00,12000000,2 cuotas,15.5
100411,Luis Gonzalo López Restrepo,$3500000,"$ 1,784,804",0.00,0,43
102401,María Carlos Gutiérrez Ramírez,9500000,7285940.00,0 COP,0,36
102600,HEZBOLLAH,"$ 5,000,000","$ 2,298,607",3500000.00,9 cuotas,21
101712,Verónica Sofía Vargas López,12000000,8888654,0,0,62
103584,Javier Camila Silva Ortiz,9500000,"$ 7,985,973",,8,19
103608,Juliana Laura Ortiz Sánchez,2500000 COP,$1709083,0.00,0,25
102854,,,,6400000,5,24
102078,Mateo Juan Mendoza Rojas,$35000000,27554210 COP,0,0,63
101632,Mateo Valencia Restrepo,"$ 18,000,000",,0.00,,58
102344,María Arias Ortiz,3500000 COP,1739223.00,0 COP,0.0,45
103286,Alejandro Rodríguez Rodríguez,12000000,,$ 0,0,29
102193,Luis Camilo Morales Romero,"$ 50,000,000",23074031.00,$ 0,0,62
103730,Juliana Esteban Gómez Castro,$12000000,7024710 COP,$ 0,0,39
103241,Juan González Jiménez,12000000,8489108.00,0,0,46
102684,Gabriel Sánchez Suárez,5000000,3165793 COP,0.00,0,
102066,"AL-SHANTI, Jamileh Abdullah",25000000,10511913.00,3500000,1,69
103405,Camila Andrés Restrepo Martínez,50000000,38482984,0 COP,0,28
101879,"GUZMAN LOERA, Joaquin",9500000.00,7530000 COP,,0,16
101979,Lucía Arias Rojas,50000000,42956495,0.00,0 cuotas,64
100917,Esteban Juliana González Valencia,3500000 COP,2962808.00,$6400000,11 cuotas,45
100390,Laura Alejandro Torres Pérez,5000000,3040780,6400000,9,
101651,Claudia Ortiz Suárez,"$ 50,000,000","$ 43,566,841",$ 0,0 cuotas,53
101032,Claudia Daniela Moreno Ospina,18000000,,"$ 3,500,000",8,37
102234,Mateo Claudia Morales Mejía,25000000.00,"$ 18,676,667",$ 0,0,24
102864,Adriana José González Restrepo,"$ 35,000,000",14462387,3500000.00,4,44
103627,Santiago Sánchez López,,4054296,0 COP,0 cuotas,
101635,Jong-Un Kim,$3500000,1495712.00,0,0 cuotas,47 años
101188,Mateo Torres Rodríguez,12000000,9597172,6400000,10.0,29
100672,HAMAS,,9382476,"$ 1,200,000",7,72
102842,Carlos Castro Castro,2500000.00,1151803.00,0.00,,62
102575,Santiago Ortiz Moreno,5000000,2752230 COP,"$ 6,400,000",10,49
102298,Juan Ortiz Rodríguez,35000000.00,"$ 24,535,327",0 COP,0,14
101146,,,$3615457,0,0.0,14
100857,"GUZMAN LOERA, Joaquin","$ 9,500,000",5511019,$500000,1,15 años
101324,Felipe Jaramillo Gómez,7200000.00,$5910194,0,0,48.5
102294,Gonzalo Sánchez Gutiérrez,"$ 7,200,000",3494791.00,$ 0,,29
100680,Camilo Pérez Morales,"$ 9,500,000",5658148,0 COP,0,17
100103,Patricia Lucía Moreno Vargas,2500000,"$ 1,725,672",0 COP,0,25
101566,Tareck Zaidan El Aissami,25000000 COP,13461300,0.00,0,
100385,,,"$ 3,639,798",0.00,0,42
102628,Valentina Diego Pérez Morales,,"$ 43,915,615",0 COP,0 cuotas,26
102008,Ana Juan Jaramillo Ospina,3500000.00,3003280,0.00,0,37.5
103567,María Torres Vargas,9500000,4414754 COP,0 COP,0,67
102683,Ana Rojas Castro,"$ 3,500,000",2274009,$1200000,2,15
101705,Santiago Natalia Gómez Navarro,3500000,1508371,0 COP,0,66.5
101128,Claudia Valencia López,"$ 5,000,000",2802898,0.00,0,71
101398,Adriana Carlos Sánchez Jiménez,18000000,15550109.00,,0,75
101300,Mariana Alejandro Ramírez Rojas,9500000,,1200000,6,
101885,"CARO QUINTERO, Rafael",7200000,5551754.00,0,0,61
101553,Valentina Andrés Silva Martínez,$2500000,2012511,0,0,60
101208,Valentina Castro Vargas,25000000,$12376711,$ 0,0,64
100637,Camilo Santiago López Suárez,25000000,15343896,,5,26 años
102102,Diana Javier Valencia Romero,2500000.00,1114697,0.00,0,43
101946,"CABELLO RONDON, Diosdado",9500000,"$ 8,180,798",1200000,5,16
103560,María González Moreno,18000000.00,$12767804,$ 0,0,57
102239,Camila Ricardo Díaz Ospina,12000000,10128168,$ 0,0.0,17
102962,Lucía Javier Gutiérrez Chávez,25000000 COP,10911398 COP,0,0,74
103125,Juan González Gutiérrez,7200000,5876024,0,0 cuotas,52
103631,Juan Díaz Silva,$50000000,43234089,,2,17
103229,"TREVIÑO MORALES, Miguel Angel",7200000,"$ 2,957,195",0 COP,0,45
100820,Esteban Gómez Torres,"$ 18,000,000",14091133,0.00,0,53
102966,Camila Adriana Chávez Díaz,2500000,2219557,0 COP,0,41
101411,"CABELLO RONDON, Diosdado",12000000,7419148,0.00,,16
100526,Andrés Sofía Moreno Rojas,"$ 12,000,000","$ 8,585,716",$ 0,0,33
102000,Lucía Juliana García Moreno,$50000000,$21144492,500000,2,69
103746,Natalia Gómez Navarro,7200000,6473119,0,0,38
100380,,3500000,1538445,$ 0,0,43 años
100669,Javier Arias Vargas,$12000000,10185841,$ 0,0,31
102686,"CABELLO RONDON, Diosdado","$ 25,000,000","$ 14,061,443",0.00,0,14
103159,Diego Navarro Restrepo,9500000.00,5314580,0 COP,,59
100457,Mariana Javier Jiménez Romero,5000000.00,4103563,0,0,35
101380,,,5394030,6400000,1,27
100497,"MADURO MOROS, Nicolas",50000000 COP,29790035 COP,12000000 COP,6.0,29
102223,Lucía Mendoza Rodríguez,50000000,29598406,0.00,0,23
101018,María Paula López Navarro,"$ 9,500,000",3948703 COP,$ 0,0.0,45
103763,Lucía Paula Ospina Gutiérrez,7200000,$5606107,0 COP,0,
101383,Felipe Laura Suárez Pérez,3500000 COP,2368264 COP,12000000,8,66
102338,José Lucía Sánchez Castro,18000000 COP,11405992,$ 0,0,34
101532,Mahmoud Khaled Zahhar,35000000.00,19176936,3500000,11,77.5
103726,Jorge Felipe Restrepo Silva,25000000,11718909,0,0.0,72
102691,Mahmoud Khaled Zahhar,"$ 9,500,000",3884722.00,6400000,5.0,
100905,Laura Rodríguez Hernández,$50000000,$36519411,0,0,18
102284,Mateo Alejandro Suárez Jaramillo,35000000,17812243 COP,12000000,9,40
100862,Mariana Hernández Jiménez,25000000 COP,"$ 18,612,723",0.00,0,58
103063,Ricardo Esteban Ramírez Sánchez,2500000.00,1955305,$ 0,0,60
102313,,,7928013.00,12000000,11,67
102486,Javier Santiago Díaz Rodríguez,9500000,7214474.00,$500000,3.0,36
103077,Camila Esteban Arias Moreno,2500000,1691759 COP,$ 0,,17
103518,Laura Gonzalo Navarro Ortiz,2500000,1750723,0,0,72
102687,Nicolas Maduro Moros,18000000.00,$14185932,0 COP,0,
102497,Mateo Juan Ortiz Ramírez,18000000,7842538,12000000,6,41 años
102331,Juan Gutiérrez Díaz,9500000,,0,0,48.5
101511,Daniela Valentina Díaz Ospina,"$ 35,000,000",27710675 COP,0,,38
101200,Nicolas Maduro Moros,3500000 COP,3071563 COP,0 COP,0,66.5
103291,Mariana Camila Ospina Sánchez,"$ 2,500,000",1758877.00,,0 cuotas,74
103551,Luis López Arias,12000000,6185344 COP,0 COP,0,33
101969,Juliana Rodríguez Valencia,,"$ 22,848,760",0 COP,,41
103225,Mateo Gabriel Rojas Díaz,35000000 COP,"$ 26,020,000",6400000 COP,2.0,18
100581,Diana Natalia Arias Jiménez,5000000,4314292 COP,0.00,0,70 años
101402,Diego Verónica Gutiérrez Chávez,3500000.00,2114879,0.00,0 cuotas,39
100905,Laura Rodríguez Hernández,$50000000,$36519411,0,0,18
103046,Ricardo Mariana Mendoza Torres,18000000.00,9570385 COP,0.00,0 cuotas,18
100607,"TREVIÑO MORALES, Miguel Angel",,1988981 COP,0 COP,0,60
102404,Verónica Gonzalo Suárez Navarro,"$ 9,500,000",4191497.00,"$ 3,500,000",12,23
103674,Mariana Adriana Restrepo Valencia,2500000,$1104934,3500000,7,43
101460,Lucía Morales González,"$ 35,000,000",26153919,6400000 COP,11,38
101632,Mateo Valencia Restrepo,"$ 18,000,000",14906389,0.00,0,58
101829,Juliana Juliana Pérez Martínez,$3500000,1631661 COP,$ 0,0,19
100935,Alex Nain Saab Moran,$3500000,1989414,0,0.0,33
100249,Valentina Luis Ramírez Silva,"$ 18,000,000",12877487,0.00,0,16.5
100804,Juliana Ana Hernández García,$35000000,,0 COP,0,55.5
103527,,,8287648,0 COP,0,50
102017,Diego Patricia Arias Rojas,5000000 COP,$2104836,0 COP,0,66
101127,Ricardo Gutiérrez Jiménez,12000000,6508745,0.00,0,
100668,Camila Gonzalo Jaramillo Mejía,7200000,5279161,0.00,0,56
103189,Mariana Vargas Castro,$7200000,2903994,"$ 12,000,000",7,75
102338,José Lucía Sánchez Castro,18000000 COP,11405992,$ 0,0,34
102676,Santiago Santiago Hernández Jaramillo,3500000,2177708,$ 0,0,36.5
102976,Ricardo Silva Jiménez,7200000,5498501.00,"$ 12,000,000",11,16 años
101448,Andrés Alejandro Sánchez Arias,"$ 50,000,000",31502422,0,0,38
103410,Ziad Al Zaza,18000000.00,7793634,$ 0,0,25
100437,,,"$ 19,556,725",,0.0,20
101023,Javier María Suárez Mejía,18000000,15049033,0 COP,0 cuotas,33
101932,Claudia Mariana Mendoza Sánchez,$3500000,"$ 3,063,957",500000.00,8,36
101004,"EL AISSAMI MADDAH, Tareck Zaidan",12000000,"$ 10,462,441",0,0,84
103495,,3500000.00,2858962 COP,3500000,4.0,74
101045,Claudia Rojas González,,1841002,500000,,29
100066,Mateo Ortiz Torres,9500000,5230373,0 COP,,42
102315,"SAAB MORAN, Alex Nain",2500000,$1086817,$ 0,0,14
103142,José Diego Castro García,50000000.00,29507255.00,0.00,0 cuotas,44
101859,Felipe Luis Vargas Jiménez,25000000.00,16127774.00,$ 0,0,74
100077,"AL-ZAZA, Ziad","$ 25,000,000",14067463,$ 0,0,16
102180,Miguel A. Treviño Morales,$25000000,20501510.00,,0,43
101263,Felipe Torres Morales,"$ 18,000,000",7747229,,0 cuotas,74 años
102212,"MADURO MOROS, Nicolas",9500000,6106150.00,6400000,7 cuotas,34.5
100954,Fernando Esteban González Arias,18000000,13307477 COP,500000,5,23
100201,Daniela Morales Suárez,50000000,35268785.00,0,0 cuotas,67
100667,Diana Vargas Sánchez,35000000,15110633,0.00,0 cuotas,16.5
101957,,,4276634,0,0,63
101269,Mateo Laura Moreno Romero,25000000,10528564,0.00,0,14
101125,,,8380738,"$ 500,000",9,70
100524,Mohammed Abu Teir,35000000,"$ 24,585,257",0.00,0 cuotas,18
103548,"ZAHHAR, Mahmoud Khaled",50000000,24993734.00,,5,14
100715,Diosdado Cabello Rondon,35000000,27010958,,8,68
101253,Diana Juan Mejía Morales,"$ 25,000,000",13555287.00,0 COP,0,44
103010,Fernando Luis Vargas Vargas,35000000.00,19162123,$ 0,0.0,65
103674,Mariana Adriana Restrepo Valencia,2500000,$1104934,3500000,7,43
103509,Mateo Juliana Valencia Ramírez,25000000 COP,12800760,,8,84
101957,,5000000,4276634,0,0,63
102937,"CABELLO RONDON, Diosdado",3500000,"$ 1,970,731",0 COP,0 cuotas,75
103112,Diana Romero López,9500000.00,4775867,0,,62
100746,Ismael Zambada Garcia,2500000,1185422 COP,0.00,0,36
100047,Miguel A. Treviño Morales,3500000,$1566930,0.00,0,69
102235,Ana Natalia Sánchez Hernández,9500000,5887508.00,$ 0,0,24
103305,Alejandro Camila Chávez Jiménez,50000000,39014539,$ 0,0 cuotas,71
102630,Camilo Romero Restrepo,"$ 9,500,000","$ 7,079,387",$ 0,0.0,17 años
101257,Diana Fernando Ramírez Moreno,"$ 35,000,000","$ 23,709,126",0 COP,0,47
103440,Javier Suárez Romero,,,0.00,0,78
102209,Felipe Camilo Martínez Romero,35000000,27092603,0,0 cuotas,66
103453,"SANCHEZ CEREN, Salvador",35000000,16492964.00,"$ 500,000",3,75
101596,Claudia Navarro Mendoza,$25000000,11748317,500000 COP,7,58 años
100855,Ricardo Chávez Silva,50000000.00,42238627,,10,35
103220,Felipe Santiago Gutiérrez Navarro,"$ 12,000,000",$10362477,$12000000,12,48
103656,Daniela Gabriel Torres Gómez,12000000,$6591675,0.00,0,42
100583,Aleksandr Lukashenko,2500000,"$ 1,389,800",$ 0,0,27
102705,Laura Sofía Morales Chávez,25000000,11100747,0,,66
101562,"TREVIÑO MORALES, Miguel Angel",12000000,10067314,0,0,41
102997,Gabriel Pérez Pérez,35000000.00,,,0,60
103705,Lucía Laura Rojas Rojas,$12000000,,1200000,5.0,56
100994,Mateo Camilo Ramírez Suárez,12000000,4977753 COP,$ 0,0,56
102296,Jamileh Abdullah Al-Shanti,9500000,6191938,0 COP,0,38
103129,Adriana Jiménez Rodríguez,25000000 COP,12885272,0,0,25
103490,Esteban María Moreno Valencia,50000000 COP,39174720.00,0.00,0,64
100098,Lucía Juan Morales Vargas,5000000,"$ 2,657,344",0 COP,0,64
103479,HEZBOLLAH,50000000,36712422,0.00,0,55
102863,Claudia Ana Hernández Ospina,25000000,$20932676,12000000,8,
103508,Luis Navarro Hernández,25000000,22468363,0,0,
103744,,,"$ 20,881,816",$ 0,0,66
101380,,7200000.00,5394030,6400000,,27
102383,"EL AISSAMI MADDAH, Tareck Zaidan",$5000000,"$ 4,363,724",0 COP,0,71
100382,Camila García Castro,18000000,$13068829,$ 0,0,61
100424,Alejandro Esteban Ramírez Suárez,7200000,"$ 4,256,846",6400000.00,6,53 años
101007,Mahmoud Khaled Zahhar,9500000,6188268,0 COP,0,24.5
101004,"EL AISSAMI MADDAH, Tareck Zaidan",12000000,"$ 10,462,441",0,0,84
102278,Juan Javier Valencia Arias,$2500000,$2213925,0 COP,0,80
101516,Paula Castro Gómez,7200000,3207367,0.00,,45
103757,,2500000,"$ 1,264,759",0 COP,0.0,39
102352,,,28130036,0.00,0,73
100090,"CABELLO RONDON, Diosdado",18000000,,$ 0,0,72
102944,Felipe Moreno García,50000000,"$ 38,436,340",,0.0,72
102710,Verónica Andrés Navarro Morales,"$ 18,000,000",,"$ 12,000,000",,41
100590,Daniela Gabriel Restrepo Morales,12000000.00,6775715,0.00,0.0,14
102991,Paula Luis García Arias,35000000.00,$21161901,$ 0,0,35
101359,Camila Mejía Sánchez,3500000,2390831,500000,3,39
103470,Mateo Jaramillo Ramírez,7200000,$5176604,$ 0,,15
100821,Patricia Camila Chávez Navarro,5000000,2776217,12000000,6 cuotas,75 años
102796,Laura Juan Martínez Martínez,9500000,5031931,$ 0,0,
101575,Camila Camila Restrepo Ospina,25000000,17497028.00,$ 0,0,62
102192,Camila Mejía Vargas,$5000000,,0.00,0.0,46 años
100124,Camila Camila Torres Valencia,"$ 9,500,000",4785373.00,$ 0,0,59 años
102417,Ricardo Laura Moreno Vargas,9500000,"$ 3,949,378",1200000.00,8,34
101862,Miguel A. Treviño Morales,12000000.00,$9007729,6400000,8,55.5
100268,"AL-ASSAD, Bashar","$ 25,000,000",16834726,0 COP,,16
103321,Esteban Martínez Jaramillo,12000000,8405651,1200000,9,33
101157,Camilo Juliana Navarro Castro,2500000,1205032,0.00,0.0,54
102012,Esteban José Mejía Rodríguez,12000000,9531416,0.00,0 cuotas,26
100365,Fernando Ana López Castro,5000000,2501016,1200000,7,28
100771,Ana Ana Silva Suárez,2500000,1596680,0.00,,72
103730,Juliana Esteban Gómez Castro,$12000000,7024710 COP,$ 0,0,39
100185,Luis Verónica Morales Gómez,7200000,5627002,0.00,0,71
102701,Ismael Zambada Garcia,"$ 50,000,000","$ 22,531,948",12000000.00,6,
102546,Esteban Torres Gutiérrez,18000000.00,12572449,0,0,36 años
102827,Ricardo Rojas Arias,$12000000,6839105.00,0,0,67
100171,Verónica Gómez Navarro,9500000,,$ 0,0,30
100751,Diana Mejía García,18000000,8815661.00,"$ 500,000",6,48
103504,Esteban Mendoza Mendoza,5000000.00,2797564,0 COP,0,69 años
102122,Valentina Verónica Castro Ramírez,"$ 9,500,000",5818660,0 COP,0,45
101785,Alejandro Silva Romero,12000000,7066425.00,0,0,55
100179,Natalia Adriana Valencia Mejía,5000000,"$ 4,228,242",0,0 cuotas,71
101602,Camilo Jorge Valencia Romero,$50000000,26683576 COP,0,0,63
101375,Tareck Zaidan El Aissami,35000000,,0 COP,0 cuotas,63
102280,Daniela María López Vargas,12000000.00,5716419,"$ 12,000,000",8,15
101517,Mateo Juan Díaz Hernández,50000000.00,26445913.00,0 COP,0,14
102308,Ana Diana Ortiz López,$25000000,"$ 14,588,801",3500000,11 cuotas,25 años
103728,Jorge Luis Jiménez Suárez,"$ 2,500,000",1965512 COP,,,21
100916,Mohammed Abu Teir,"$ 2,500,000",2115007.00,"$ 500,000",11,
103299,Felipe Silva Gómez,25000000,18364382,0 COP,0,32
101662,Jorge Andrés Moreno Morales,18000000,7357670.00,$ 0,,29
102962,Lucía Javier Gutiérrez Chávez,25000000 COP,10911398 COP,,0,74
103687,Rafael Caro-Quintero,3500000,2336224,$ 0,0,
102223,Lucía Mendoza Rodríguez,50000000,29598406,0.00,0,23
102259,Mateo Morales Jiménez,35000000,23958694,12000000.00,12 cuotas,57
103055,Juan Daniela Vargas Rojas,9500000,5807017 COP,500000 COP,7,64
101006,Valentina Hernández Ospina,35000000,"$ 28,949,263",0 COP,0,37
100351,Jorge Ana Torres González,$7200000,3788605,$ 0,0,56 años
100872,Juan Camilo Vargas Mejía,9500000,"$ 6,768,578","$ 500,000",11 cuotas,
100415,Mariana Camila Mendoza Silva,"$ 5,000,000",2692134.00,$ 0,,35
101678,Verónica Felipe Mendoza Hernández,$35000000,16363999,0.00,0 cuotas,16
103095,Gabriel Vargas Suárez,"$ 18,000,000",10392231,12000000,4,68
102400,Mohammed Abu Teir,5000000,"$ 2,686,921",0,0,19
103631,Juan Díaz Silva,,43234089,500000,2,17
101197,Felipe Castro Hernández,"$ 50,000,000",$27195782,$ 0,0,16
102102,Diana Javier Valencia Romero,2500000.00,,0.00,0,43
101773,Ana Ricardo Chávez Valencia,$12000000,6717856,0 COP,0,53
101239,María Navarro Mejía,3500000,3068907 COP,0.00,0,22 años
101667,Claudia Alejandro Romero Restrepo,$18000000,7490398 COP,$ 0,0,61
103763,Lucía Paula Ospina Gutiérrez,7200000,$5606107,0 COP,0,69
100995,Verónica Ramírez Jaramillo,$3500000,2175478.00,12000000 COP,1.0,47
103537,Jamileh Abdullah Al-Shanti,9500000,,12000000.00,3,51
103219,Ziad Al Zaza,"$ 25,000,000",12285898.00,0.00,0,85 años
100760,Jamileh Abdullah Al-Shanti,9500000,6443087,0.00,0,66
101584,,,3640698,0 COP,0,25
102996,Felipe Mariana Jiménez Sánchez,25000000,21597641 COP,$ 0,0,
100589,Ziad Al Zaza,35000000,17169877,12000000 COP,3 cuotas,71
100665,,,26971992.00,$ 0,0,
103012,Fernando Chávez Moreno,25000000,19460352 COP,1200000,7,32 años
101409,Santiago García Mejía,"$ 3,500,000",2070868 COP,0,0,47
102409,Mariana Pérez Hernández,"$ 3,500,000",2449244 COP,0.00,0,57
101229,Gonzalo Javier Romero Mejía,12000000.00,"$ 4,936,317",0.00,0 cuotas,61
101328,María Mateo Ospina Ospina,7200000 COP,3510759 COP,$ 0,0,41
101718,,,,0,0 cuotas,17
100618,Esteban Restrepo Vargas,"$ 5,000,000",2612158,0 COP,0 cuotas,73.5
100810,Miguel A. Treviño Morales,$18000000,15818173.00,0,0,82
101772,Camilo Jorge Jiménez González,9500000.00,7804603,0.00,0,74
100963,,,14654769,0 COP,0,21
102505,Santiago Silva Restrepo,50000000,38839446,$ 0,0,27 años
100072,Andrés Jaramillo García,"$ 3,500,000",1977544,,0,48
102364,Gonzalo Javier Rojas Jiménez,25000000.00,18744520.00,0.00,0,62
102307,Jorge Gabriel Gutiérrez Mejía,"$ 9,500,000",5256647.00,0 COP,0,16
102468,Gonzalo Mejía Ospina,$5000000,3518623,1200000,10,69
101010,Claudia Natalia Martínez Jaramillo,35000000.00,21102281,0.00,0,64
102477,Ismael Zambada Garcia,5000000,"$ 4,203,540",0 COP,0 cuotas,28.5
102144,Diana Martínez Castro,$25000000,18104706,0 COP,0,51
101212,,,"$ 3,687,515",0.00,0,39
103106,Felipe Daniela Díaz Valencia,"$ 35,000,000",29717356,500000.00,6,58.5
100069,Diego Ramírez Hernández,2500000.00,1558291,0.00,0,84 años
102253,Ziad Al Zaza,25000000 COP,12217883,$1200000,12,33
102960,María Gonzalo López Martínez,7200000.00,3699310.00,0,0,51
102923,Diosdado Cabello Rondon,25000000,11042327.00,6400000.00,5,30
102628,Valentina Diego Pérez Morales,50000000.00,,0 COP,0 cuotas,
100231,Diana Patricia Ortiz Gutiérrez,25000000,$19717448,0 COP,0.0,25
100625,Javier Ortiz Ortiz,25000000,,$3500000,5,44
102742,Juan Fernando Mejía Rodríguez,"$ 25,000,000",11393375,12000000,8,53
102386,Ricardo Lucía Moreno Pérez,35000000,$28363182,0.00,0,14
103748,Santiago Torres Gómez,"$ 25,000,000",$14280396,500000,4,61
101339,Diana José Ortiz García,$7200000,3294676.00,12000000,2 cuotas,15.5
100170,Adriana Sofía Vargas Sánchez,9500000,,,0,51
101899,Ziad Al Zaza,18000000,8895048.00,$ 0,0,43
103397,Patricia Ana Pérez Restrepo,5000000,$3968436,0.00,0,69
102297,Diego Santiago Mejía Jaramillo,5000000.00,2814203,0 COP,0,72
103622,Ana Valencia Navarro,2500000,"$ 1,524,477",,,73
100398,Carlos Suárez Díaz,9500000,"$ 5,561,257",$ 0,0,34
101218,,,1952778 COP,0.00,0.0,43
100715,Diosdado Cabello Rondon,35000000,27010958,12000000,8,
102995,Claudia Jaramillo García,"$ 7,200,000",3630992,$ 0,0,19 años
101771,"KIM, Jong Un",7200000.00,5750908,500000,4,53
103152,Ismael Zambada Garcia,9500000.00,,3500000,9,45
103571,"GUZMAN LOERA, Joaquin",2500000,1976534 COP,0.00,0,55
