id_cliente,nombre_cliente,producto,cupo_preaprobado,fecha_solicitud
101996,Ziad Al Zaza,Harina P.A.N. Amarilla,"$ 20,000,000",05-22-2024
101078,Javier Santiago Martínez Navarro,Unikat,20000000 COP,05-20-2024
100525,Fernando Rodríguez López,Donkan,$7500000,2024-05-19
101463,Alejandro Restrepo Moreno,Donkat,7500000,2024-05-08
101382,José Luis Silva Sánchez,Harina Pancho,1500000.00,02/05/2024
102408,Adriana Claudia Rodríguez Jaramillo,Harina P.A.N. Blanca,7500000,2024-05-13
100409,"KIM, Jong Un",Arena Unikat,35000000,16/05/2024
101785,Alejandro Silva Romero,Avena Quaker,12500000.00,2024-05-26
102349,,Donkat,4500000.00,2024-05-31
101749,Laura Claudia García Jaramillo,Avena Quaker,"$ 7,500,000",21.05.2024
101697,Ricardo Juliana Hernández Castro,Donkat,5000000.00,
100872,Juan Camilo Vargas Mejía,Dogourmet,12500000,21/05/2024
101894,Lucía Ana Castro Romero,Harina Pancho,4500000,22.05.2024
103465,Mateo García Morales,Donkat,$5000000,2024-05-21
100113,Gabriel Diana Torres Castro,Avena Quaker,5000000,
100119,María Rojas Ramírez,Avena Quaker sin Gluten,"$ 5,000,000",05-06-2024
103204,"KIM, Jong Un",Harina P.A.N. Blanca,$1500000,2024-05-03
101625,Luis Mateo Romero Pérez,Arena Unikat,3000000,19.05.2024
103623,Camilo Camilo Chávez Mejía,Harina P.A.N. Amarilla,4500000.00,25.05.2024
100590,Daniela Gabriel Restrepo Morales,Harina P.A.N. Amarilla,3000000,09/05/2024
102235,Ana Natalia Sánchez Hernández,Donkat,"$ 12,500,000",2024-05-31
100086,Felipe Romero Silva,Dogourmet,20000000,
102617,Gabriel Suárez Silva,Arena Unikat,,2024-05-22
101232,Mariana Navarro Chávez,Harina P.A.N. Amarilla,4500000,
103548,Gonzalo Mateo López Rojas,Harina P.A.N. Amarilla,12500000,2024/05/14 00:00:00
102073,Lucía Laura Díaz Chávez,Harina P.A.N. Amarilla,,24.05.2024
103240,Diego Ana Vargas Valencia,Dogourmet,3000000,05-07-2024
103469,José Gutiérrez Ramírez,Avena Molida,35000000,2024-05-31
100813,Andrés Hernández Mendoza,Harina P.A.N. Amarilla,10000000,2024/05/13 00:00:00
103714,Jorge Rodríguez Ortiz,Harina P.A.N. Amarilla,12500000,2024/05/23 00:00:00
101756,"SANCHEZ CEREN, Salvador",Avena Molida,5000000,31/05/2024
103388,Diana Restrepo Ospina,Dogourmet,12500000,2024-05-23
100533,Claudia Mejía Suárez,Donkat,4500000.00,
101188,Mateo Torres Rodríguez,Avena Quaker sin Gluten,4500000.00,2024-05-30
103569,Diego Jaramillo Ramírez,Donkan,"$ 10,000,000",23/05/2024
101363,Patricia Martínez Martínez,Avena Quaker,12500000 COP,2024/05/20 00:00:00
101616,María Suárez Silva,Dogourmet,7500000,05-29-2024
103595,Patricia Mejía Jiménez,Unikat,3000000,23/05/2024
101283,China Aerospace Science & Tech Corp,Harina P.A.N. Blanca,3000000,2024-05-27
102117,Lucía Chávez Chávez,Donkan,$10000000,11.05.2024
100608,Felipe Mariana Martínez Castro,Harina P.A.N. Blanca,4500000,2024-05-16
101808,Lucía Mejía López,Donkan,15000000,2024-05-16
103556,Felipe Pérez Morales,Avena Quaker sin Gluten,$3000000,24/05/2024
103770,Sofía Carlos Vargas Arias,Harina P.A.N. Amarilla,"$ 4,500,000",2024-05-22
102418,Fernando Diana Navarro Romero,Harina P.A.N. Amarilla,7500000,03/05/2024
100179,Javier Claudia Gómez Jiménez,,20000000 COP,2024/05/11 00:00:00
101323,Andrés Martínez Mendoza,Harina P.A.N. Blanca,2500000.00,20/05/2024
100084,Camila Navarro Pérez,Avena Quaker,3000000,2024-05-13
103014,Felipe Mejía Restrepo,Avena Quaker sin Gluten,35000000.00,05-12-2024
101951,Adriana Valencia Suárez,Avena Quaker sin Gluten,20000000.00,03.05.2024
102102,Camila Lucía Pérez López,Donkan,"$ 12,500,000",05-21-2024
102159,Bashar Al Assad,Dogourmet,35000000.00,10/05/2024
101230,"KIM, Jong Un",Harina Pancho,"$ 3,000,000",10.05.2024
102091,Fernando Luis López González,Donkat,10000000,22.05.2024
100466,Paula Pérez Rodríguez,Arena Unikat,35000000,2024-05-26
103102,José Ricardo Hernández Ospina,Dogourmet,12500000.00,2024-05-09
103570,Camila Pérez Chávez,Dogourmet,,
102686,"CABELLO RONDON, Diosdado",Unikat,"$ 12,500,000",05-28-2024
103295,Verónica Romero Navarro,Avena Quaker sin Gluten,2500000,2024-05-01
102661,Valentina Sofía Jaramillo Torres,Avena Quaker,$10000000,28.05.2024
103152,Ismael Zambada Garcia,Unikat,3000000,2024-05-01
102397,Mariana Javier Rodríguez Valencia,Avena Quaker,4500000,27.05.2024
100420,"ABU TEIR, Mohammed",Dogourmet,10000000 COP,28/05/2024
102102,Fernando Navarro Mejía,Avena Molida,20000000 COP,29.05.2024
101097,Ana Lucía Hernández García,Dogourmet,$10000000,04/05/2024
101179,Paula Lucía Rodríguez Díaz,Arena Unikat,4500000,2024-05-15
103775,Miguel A. Treviño Morales,Avena Molida,35000000,
102547,Mateo Natalia Jaramillo Díaz,Avena Quaker,,05-03-2024
100640,"EL AISSAMI MADDAH, Tareck Zaidan",Avena Molida,12500000,2024/05/14 00:00:00
101469,Gabriel Martínez Rodríguez,Avena Quaker sin Gluten,"$ 7,500,000",06.05.2024
102529,María Alejandro Restrepo Sánchez,Avena Quaker,2500000.00,2024-05-16
102893,,Harina P.A.N. Blanca,"$ 12,500,000",31.05.2024
103201,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Avena Molida,"$ 20,000,000",2024-05-31
103731,Adriana Sánchez Morales,Donkan,"$ 3,000,000",23/05/2024
103355,Laura Romero Jiménez,Harina Pancho,$2500000,2024/05/15 00:00:00
101174,Carlos Jaramillo Jiménez,Avena en Hojuelas,3000000,12.05.2024
100565,Gabriel Arias Ortiz,Donkat,10000000 COP,29/05/2024
102939,Natalia Mariana Torres Gómez,Avena en Hojuelas,2500000,11/05/2024
103696,Lucía López Torres,Avena Molida,1500000 COP,23.05.2024
100032,Fernando Ricardo Hernández Moreno,Avena Quaker sin Gluten,15000000.00,05.05.2024
103176,Sofía Mariana Moreno Navarro,Avena Quaker,5000000,2024-05-18
100380,Andrés Juliana Mendoza Morales,,15000000,11.05.2024
103646,Mohammed Abu Teir,Avena en Hojuelas,,27.05.2024
101063,Adriana Martínez Romero,Dogourmet,15000000,02.05.2024
101388,Mariana Gómez Ospina,Avena Quaker,20000000.00,2024/05/29 00:00:00
102925,Jorge Mendoza Ramírez,Donkat,"$ 15,000,000",
100335,Natalia Felipe Restrepo Arias,Harina P.A.N. Amarilla,1500000,05/05/2024
102393,Natalia Esteban Navarro Chávez,Unikat,35000000,05-15-2024
102912,Mateo Felipe Ramírez Mejía,Unikat,3000000 COP,2024/05/17 00:00:00
101865,"EL AISSAMI MADDAH, Tareck Zaidan",Unikat,"$ 1,500,000",05-31-2024
101513,Diana Mateo Sánchez Sánchez,Avena Molida,5000000,2024-05-05
103240,Natalia Mejía Rodríguez,,"$ 3,000,000",2024-05-14
100501,Fernando Mejía Gómez,Avena en Hojuelas,7500000,02/05/2024
103120,Mariana Daniela Jaramillo Ramírez,Harina Pancho,15000000.00,25/05/2024
100953,Gonzalo Arias Suárez,Donkat,,05-31-2024
102298,Claudia Santiago Rodríguez Silva,Dogourmet,2500000.00,2024-05-03
102058,Ana Camilo Castro Jaramillo,Harina P.A.N. Blanca,"$ 2,500,000",2024-05-18
101004,"EL AISSAMI MADDAH, Tareck Zaidan",Arena Unikat,20000000,26/05/2024
100739,María Juan Jiménez Restrepo,Donkat,$1500000,11/05/2024
102219,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Harina Pancho,5000000,09.05.2024
102779,Jong-Un Kim,Harina Pancho,1500000.00,2024-05-11
101690,,Donkan,5000000,2024/05/27 00:00:00
103080,"SAAB MORAN, Alex Nain",Avena Molida,20000000,17.05.2024
102265,Diana Hernández Ospina,Donkat,2500000,05-14-2024
103125,Juan González Gutiérrez,Avena en Hojuelas,"$ 35,000,000",05-10-2024
102213,Adriana Torres Romero,Harina Pancho,4500000.00,2024/05/14 00:00:00
102674,María Ospina Mendoza,Harina Pancho,1500000,30/05/2024
100661,Daniela Sofía Mendoza López,Arena Unikat,15000000.00,2024-05-10
102500,Andrés Claudia Restrepo Morales,Avena en Hojuelas,$7500000,2024-05-31
100862,Mariana Hernández Jiménez,Unikat,20000000,05-30-2024
101692,Carlos Carlos Gómez Vargas,Avena en Hojuelas,"$ 12,500,000",2024-05-18
103329,Luis Mariana Sánchez Moreno,Donkat,20000000,06.05.2024
101820,Carlos Romero Castro,Harina P.A.N. Blanca,"$ 4,500,000",2024-05-25
100959,Paula Silva Ortiz,Unikat,7500000,2024/05/16 00:00:00
103563,Sofía Navarro Sánchez,Avena Quaker sin Gluten,20000000.00,05-06-2024
100521,Camila Ramírez García,Avena Quaker sin Gluten,$20000000,29/05/2024
100008,Valentina Juan Chávez Ospina,Donkat,"$ 35,000,000",2024-05-21
102785,Lucía Mateo Rojas Sánchez,Avena en Hojuelas,12500000,17.05.2024
101295,Jorge Arias Valencia,Harina P.A.N. Blanca,10000000,
100806,Jorge Lucía García Gutiérrez,Harina Pancho,7500000,05-21-2024
103309,HAMAS,Harina P.A.N. Blanca,"$ 20,000,000",2024-05-30
102128,Laura Alejandro Martínez Jiménez,Avena Quaker,"$ 2,500,000",20/05/2024
102371,HEZBOLLAH,,2500000 COP,2024-05-30
101234,Luis Ana Valencia Martínez,Avena Molida,35000000,05-04-2024
100954,Fernando Esteban González Arias,Avena Molida,35000000.00,15/05/2024
102118,,Donkan,20000000,2024-05-04
101724,Valentina Andrés Chávez Moreno,Unikat,20000000,2024-05-08
101276,"MADURO MOROS, Nicolas",Avena Molida,10000000.00,21.05.2024
102471,,Donkan,,01/05/2024
101408,Felipe Martínez Restrepo,Avena Quaker,4500000.00,07.05.2024
102523,Javier Diego Jiménez Jiménez,Avena Quaker sin Gluten,10000000,04/05/2024
101910,María Carlos Ortiz Ortiz,Avena Molida,4500000,24.05.2024
101486,Daniela Vargas Gómez,Harina P.A.N. Blanca,2500000,2024-05-18
100815,Valentina Natalia López Rodríguez,Avena Quaker,,2024-05-29
100731,Alex Nain Saab Moran,Avena Quaker,1500000,2024/05/09 00:00:00
101552,"MADURO MOROS, Nicolas",Dogourmet,2500000,2024-05-07
102707,Rafael Caro-Quintero,Harina Pancho,15000000 COP,2024/05/20 00:00:00
100785,Luis Ramírez Castro,Avena en Hojuelas,"$ 10,000,000",05-11-2024
101342,Gabriel Valentina Mendoza Torres,Avena Quaker,1500000.00,2024/05/09 00:00:00
103239,Verónica Pérez Jaramillo,Dogourmet,20000000,17/05/2024
101318,Adriana Ospina Vargas,Arena Unikat,7500000.00,16.05.2024
103665,Claudia María Morales Ortiz,Avena Quaker,$12500000,2024-05-13
100550,Daniela Natalia Chávez Pérez,Harina P.A.N. Amarilla,5000000,2024-05-12
102544,"LUKASHENKO, Aleksandr",Donkan,10000000,14/05/2024
101809,Gonzalo Rodríguez Vargas,Avena Quaker,5000000.00,2024/05/12 00:00:00
100403,Adriana José Rojas Ortiz,Harina P.A.N. Amarilla,2500000,2024-05-18
101024,Miguel A. Treviño Morales,Avena Quaker sin Gluten,$35000000,07.05.2024
103368,,Donkan,10000000 COP,05-27-2024
100929,Javier Felipe Navarro Ortiz,Arena Unikat,4500000,05-17-2024
101282,Diego Diego Jiménez Pérez,Avena Quaker,"$ 10,000,000",23/05/2024
103022,Juan Ramírez Silva,,$12500000,27/05/2024
102808,Jong-Un Kim,Donkat,15000000,
101561,Andrés Jiménez Navarro,Avena Quaker,10000000,2024-05-13
101849,"PURI, Genaro",Dogourmet,5000000,05-04-2024
100109,Bashar Al Assad,Harina Pancho,4500000,31/05/2024
102701,Ismael Zambada Garcia,Avena en Hojuelas,2500000,12/05/2024
101601,Jong-Un Kim,Harina Pancho,,14/05/2024
100532,"EL AISSAMI MADDAH, Tareck Zaidan",Avena Quaker,5000000,05-23-2024
102406,Ismael Zambada Garcia,Avena Quaker,"$ 15,000,000",2024-05-15
101825,"MADURO MOROS, Nicolas",Harina P.A.N. Amarilla,10000000.00,08/05/2024
102647,Verónica María Pérez Mendoza,Unikat,"$ 7,500,000",23.05.2024
101575,Camila Camila Restrepo Ospina,Dogourmet,"$ 3,000,000",04/05/2024
102730,Gabriel Santiago Rojas Mendoza,Harina P.A.N. Amarilla,4500000 COP,2024/05/14 00:00:00
101679,,Unikat,3000000,2024-05-17
101561,HEZBOLLAH,,$10000000,2024-05-13
101889,Andrés Ospina Mejía,,2500000.00,
102486,Javier Santiago Díaz Rodríguez,Harina P.A.N. Amarilla,3000000,18.05.2024
102774,Mohammed Abu Teir,Avena Quaker sin Gluten,3000000,2024-05-06
100885,"AL-ASSAD, Bashar",Unikat,$1500000,26/05/2024
100214,Laura Silva Valencia,,1500000,13.05.2024
101727,Natalia Valentina Pérez Rodríguez,Harina P.A.N. Blanca,1500000,05-07-2024
103264,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Dogourmet,"$ 3,000,000",02/05/2024
101321,"TREVIÑO MORALES, Miguel Angel",Avena en Hojuelas,35000000,2024/05/07 00:00:00
101460,Lucía Morales González,Donkan,,2024-05-21
100179,Diego Rojas Romero,Harina P.A.N. Amarilla,4500000,05-25-2024
102457,Laura Santiago Chávez González,Donkan,"$ 35,000,000",2024/05/22 00:00:00
100276,Andrés Hernández Jaramillo,Donkan,1500000.00,19/05/2024
102524,Jorge Carlos Ortiz Rodríguez,Harina P.A.N. Amarilla,5000000,14.05.2024
100827,Ana Mejía Mendoza,Harina Pancho,10000000,
101300,Mariana Alejandro Ramírez Rojas,Dogourmet,1500000.00,05-14-2024
100992,Juan Jiménez Jiménez,Avena Quaker,15000000,05-30-2024
102490,,Donkat,15000000,05-15-2024
100286,"KIM, Jong Un",Avena Quaker,1500000.00,2024/05/05 00:00:00
102427,"CABELLO RONDON, Diosdado",Avena en Hojuelas,4500000,03/05/2024
102481,Santiago Gabriel Restrepo Vargas,Avena Quaker,5000000,
100327,,Donkan,10000000,16/05/2024
101750,Lucía Javier Rodríguez Suárez,Harina P.A.N. Amarilla,5000000.00,05-05-2024
101899,Ziad Al Zaza,Avena Quaker sin Gluten,12500000,
102928,"MADURO MOROS, Nicolas",Unikat,4500000,2024-05-07
101573,,Unikat,5000000.00,2024-05-19
103125,Diana Díaz Castro,Donkat,"$ 5,000,000",25.05.2024
103795,Verónica Natalia Martínez Suárez,Donkat,4500000,2024/05/02 00:00:00
102789,Juan Felipe Chávez Ospina,Harina Pancho,5000000,2024/05/19 00:00:00
101628,Carlos Pérez Suárez,Arena Unikat,,03/05/2024
100679,Jong-Un Kim,Donkat,"$ 5,000,000",2024/05/17 00:00:00
102605,Daniela Mateo Pérez González,Avena Molida,$7500000,09.05.2024
100006,Esteban Carlos Díaz Mejía,Harina P.A.N. Amarilla,"$ 2,500,000",14/05/2024
102883,Lucía Romero Vargas,Harina Pancho,4500000,
103314,Sofía Martínez Vargas,Avena Quaker,5000000 COP,28/05/2024
100351,Laura Santiago Pérez Mendoza,Donkat,2500000,2024-05-11
102755,Bashar Al Assad,Harina P.A.N. Amarilla,1500000,2024/05/25 00:00:00
102469,María Gómez Suárez,Avena en Hojuelas,5000000 COP,16.05.2024
103345,Alejandro Jiménez Hernández,Avena Quaker,"$ 7,500,000",05-13-2024
102970,Alejandro Carlos Ospina Navarro,Harina Pancho,1500000.00,28/05/2024
102704,Gabriel Jaramillo Arias,Avena Quaker,1500000 COP,2024/05/31 00:00:00
102485,,Unikat,"$ 10,000,000",
102486,Javier Laura Suárez Mendoza,Avena Quaker,$3000000,05-29-2024
101234,Adriana Mejía Pérez,Dogourmet,15000000 COP,2024-05-15
100866,,Harina Pancho,"$ 35,000,000",04/05/2024
100902,Santiago Gonzalo Suárez Rojas,Arena Unikat,"$ 5,000,000",2024/05/31 00:00:00
103779,"MADURO MOROS, Nicolas",Avena en Hojuelas,"$ 35,000,000",03.05.2024
103728,Jorge Luis Jiménez Suárez,Arena Unikat,"$ 10,000,000",05-26-2024
100359,Jorge Sánchez Mendoza,Harina P.A.N. Amarilla,2500000,2024/05/19 00:00:00
102363,Diana Andrés Hernández Suárez,Arena Unikat,1500000,19/05/2024
102128,Lucía Romero Ramírez,Dogourmet,20000000.00,04/05/2024
102047,Diego Mendoza Ortiz,Dogourmet,12500000,2024-05-10
103472,María Ricardo Sánchez Rojas,Arena Unikat,20000000,2024-05-27
103391,Daniela Jiménez Torres,Arena Unikat,,30.05.2024
101225,Ana Camila Mejía Navarro,Dogourmet,3000000 COP,18/05/2024
102162,Javier Esteban Navarro García,Arena Unikat,5000000,2024-05-30
103480,Esteban Hernández Martínez,Arena Unikat,5000000,05-06-2024
100893,Javier Torres Morales,Arena Unikat,"$ 4,500,000",01/05/2024
102783,Laura Felipe Suárez Restrepo,Harina Pancho,1500000,2024-05-16
102662,"LUKASHENKO, Aleksandr",Donkan,20000000,05-05-2024
101239,María Navarro Mejía,Arena Unikat,20000000 COP,21.05.2024
101504,José Daniela Rojas Valencia,Harina P.A.N. Blanca,2500000,04/05/2024
102841,Adriana Jaramillo Rojas,Arena Unikat,"$ 2,500,000",06/05/2024
101332,Lucía Ramírez González,Harina P.A.N. Amarilla,15000000,27.05.2024
102125,Juliana Camilo Mejía García,Avena Molida,"$ 15,000,000",05-26-2024
100021,Sofía Diana Vargas Vargas,Avena en Hojuelas,$12500000,2024-05-04
100346,Santiago Chávez López,Harina P.A.N. Amarilla,,31/05/2024
102699,Carlos López Mendoza,Avena en Hojuelas,12500000,
102714,,Harina P.A.N. Blanca,4500000,2024-05-05
100526,Andrés Sofía Moreno Rojas,Arena Unikat,20000000,2024-05-18
102844,Santiago José Chávez Restrepo,Harina Pancho,15000000,21.05.2024
103365,Valentina Adriana Díaz Arias,Harina Pancho,7500000 COP,14/05/2024
102801,Gabriel Sánchez Sánchez,Avena en Hojuelas,10000000,2024-05-21
100040,Claudia Ortiz Rojas,Harina P.A.N. Amarilla,10000000 COP,
100719,CHINA AEROSPACE SCIENCE AND TECHNOLOGY CORPORATION,Avena en Hojuelas,5000000.00,26/05/2024
101302,Fernando Laura Martínez Díaz,Donkat,3000000,05-24-2024
102812,Esteban Andrés Chávez Gómez,Avena en Hojuelas,"$ 3,000,000",
102894,Ana Natalia Gutiérrez Arias,Unikat,3000000,12.05.2024
102603,Claudia Camilo Ortiz Silva,Harina P.A.N. Amarilla,5000000,
100346,,Arena Unikat,5000000.00,16.05.2024
102773,HAMAS,Avena en Hojuelas,3000000,05-17-2024
103730,Juliana Esteban Gómez Castro,Arena Unikat,,23/05/2024
102762,Camilo María Valencia Díaz,Avena en Hojuelas,,12.05.2024
100463,Ana Daniela Díaz Romero,Donkan,35000000,2024/05/18 00:00:00
100872,Fernando Mendoza Chávez,Harina P.A.N. Blanca,35000000.00,2024/05/07 00:00:00
100235,Adriana María Ospina Mejía,,1500000.00,2024-05-11
103646,"CARO QUINTERO, Rafael",Arena Unikat,3000000,2024-05-01
103740,José Felipe Arias Sánchez,Unikat,1500000,2024-05-22
102197,,Avena Quaker sin Gluten,2500000 COP,22.05.2024
103060,Rafael Caro-Quintero,Donkat,,28.05.2024
100164,"ZAMBADA GARCIA, Ismael",,10000000,2024/05/11 00:00:00
101963,Tareck Zaidan El Aissami,Dogourmet,5000000,05-16-2024
100538,Andrés Navarro Suárez,Harina P.A.N. Amarilla,"$ 2,500,000",2024-05-05
102445,Gabriel Jiménez Restrepo,Arena Unikat,1500000,2024-05-10
101014,HAMAS,Avena Molida,"$ 3,000,000",2024-05-06
101941,Patricia Gabriel Restrepo Castro,Arena Unikat,"$ 2,500,000",05-17-2024
100939,Nicolas Maduro Moros,Harina P.A.N. Amarilla,3000000,2024/05/09 00:00:00
103540,Lucía Castro Pérez,,10000000,10.05.2024
102088,Jorge Jaramillo Martínez,Donkat,35000000,2024-05-04
100744,Paula Gabriel Hernández Martínez,Harina P.A.N. Blanca,1500000,2024-05-24
101033,,Unikat,7500000,2024-05-04
103155,"AL-ASSAD, Bashar",Harina Pancho,7500000,26/05/2024
102393,Camilo Gabriel Rojas Morales,Donkat,$2500000,
103790,María Valentina Castro Valencia,Harina P.A.N. Amarilla,2500000 COP,2024-05-20
100785,Valentina Felipe López Ramírez,Donkat,"$ 15,000,000",2024/05/29 00:00:00
100277,Paula Mariana Sánchez Restrepo,Unikat,10000000.00,31/05/2024
101122,"SANCHEZ CEREN, Salvador",Arena Unikat,3000000,05-31-2024
100677,Valentina Esteban Mejía García,Unikat,15000000,25/05/2024
102425,Sofía Díaz Morales,Arena Unikat,$1500000,26/05/2024
102901,Camilo Ortiz Mendoza,Avena Quaker sin Gluten,15000000,2024-05-08
102619,Mahmoud Khaled Zahhar,Harina Pancho,5000000 COP,2024/05/09 00:00:00
103372,"SAAB MORAN, Alex Nain",Avena Quaker,15000000,2024-05-21
101672,Natalia Chávez Ramírez,Avena Molida,5000000,05-02-2024
100898,"CARO QUINTERO, Rafael",Arena Unikat,5000000,01/05/2024
103345,Laura Daniela Chávez Morales,Unikat,4500000,
101509,Esteban Ortiz Restrepo,Harina Pancho,12500000,06/05/2024
102652,Camila Mejía Vargas,Avena Quaker sin Gluten,1500000,2024-05-29
101004,,Unikat,35000000 COP,04.05.2024
102471,Mohammed Abu Teir,Harina P.A.N. Amarilla,10000000,04.05.2024
100584,María Pérez Rojas,,20000000,2024-05-31
100570,,Unikat,$20000000,2024-05-27
100086,Felipe Rojas Sánchez,Harina P.A.N. Blanca,2500000.00,04/05/2024
100928,Felipe Ortiz Rodríguez,Donkat,10000000,2024-05-21
100451,Daniela Diana Mejía Díaz,Avena Quaker,2500000 COP,10/05/2024
102476,Diana Pérez López,,3000000,05-11-2024
103585,Felipe Ricardo Mendoza Moreno,Harina P.A.N. Amarilla,5000000 COP,22/05/2024
100605,Luis Felipe Torres Hernández,,"$ 12,500,000",2024/05/26 00:00:00
101323,Diana Claudia Torres Pérez,Harina Pancho,"$ 3,000,000",2024-05-12
101569,Mateo Alejandro Ramírez Gutiérrez,,15000000,18/05/2024
102879,Jorge Arias Ortiz,Harina P.A.N. Amarilla,,2024/05/07 00:00:00
101941,"AL-ASSAD, Bashar",Harina Pancho,,12/05/2024
100993,Andrés Torres Arias,Avena Quaker,4500000,2024-05-05
101522,Felipe Rodríguez Restrepo,Harina P.A.N. Blanca,"$ 2,500,000",03/05/2024
100323,Santiago Romero Torres,,2500000,27.05.2024
101924,Diosdado Cabello Rondon,Arena Unikat,"$ 3,000,000",2024/05/23 00:00:00
100638,Alejandro Carlos Mendoza Sánchez,Harina P.A.N. Blanca,35000000,2024-05-25
103410,Ziad Al Zaza,Donkat,35000000 COP,05-15-2024
100642,Adriana Ortiz Restrepo,Avena Quaker sin Gluten,2500000.00,2024-05-31
100896,Mahmoud Khaled Zahhar,Donkat,$3000000,
101955,HEZBOLLAH,Donkan,35000000.00,27/05/2024
102648,"CARO QUINTERO, Rafael",Donkat,4500000,2024-05-04
102218,Alejandro Mendoza Díaz,Harina P.A.N. Amarilla,2500000,01.05.2024
100348,Valentina María Gutiérrez Rojas,Avena Molida,20000000,26/05/2024
101264,"AL-SHANTI, Jamileh Abdullah",Harina P.A.N. Blanca,"$ 7,500,000",
102972,Ziad Al Zaza,Donkan,"$ 3,000,000",
102405,Adriana Torres Rodríguez,Donkat,12500000.00,2024-05-28
100322,Aleksandr Lukashenko,Dogourmet,2500000 COP,
103216,Felipe Santiago Jiménez Valencia,Harina Pancho,,2024/05/20 00:00:00
102322,Daniela García Torres,Dogourmet,12500000,2024-05-01
101210,José Diego Hernández Díaz,Harina Pancho,2500000,12/05/2024
101056,HEZBOLLAH,Unikat,"$ 5,000,000",05-15-2024
102329,China Aerospace Science & Tech Corp,Unikat,1500000,10/05/2024
100341,Andrés Adriana Hernández Romero,Dogourmet,10000000.00,2024/05/09 00:00:00
100633,María Ana Gutiérrez Gómez,Harina P.A.N. Amarilla,5000000,
103580,"AL-ZAZA, Ziad",Unikat,35000000,15/05/2024
103757,Diego Vargas González,Donkat,10000000,2024-05-11
101140,,Unikat,1500000.00,31/05/2024
103234,Gonzalo Daniela Martínez Romero,Donkat,12500000,2024/05/07 00:00:00
100580,Lucía Vargas Pérez,Harina P.A.N. Amarilla,5000000,2024/05/10 00:00:00
100378,Mateo Patricia Vargas Martínez,Donkat,7500000 COP,2024-05-10
101452,Mateo Juliana Díaz Restrepo,Arena Unikat,20000000,05-01-2024
102720,Valentina Torres Hernández,Arena Unikat,7500000,29/05/2024
100465,,Dogourmet,10000000,2024-05-24
103054,Andrés Laura López Morales,Avena Quaker,"$ 10,000,000",2024-05-25
101516,Paula Castro Gómez,Donkan,,10/05/2024
101440,Verónica Diego Arias Arias,Donkan,15000000,2024-05-25
101562,Diego Camila Díaz Restrepo,Avena Quaker sin Gluten,"$ 35,000,000",05-14-2024
102524,Laura Laura Pérez Rodríguez,Donkat,2500000,05-25-2024
100867,Mariana María Mendoza Arias,Avena Quaker,12500000.00,2024-05-04
103719,Diana Ospina Arias,Dogourmet,10000000,12.05.2024
102757,Claudia Patricia Silva Arias,Avena Quaker,1500000 COP,2024-05-14
103443,"CARO QUINTERO, Rafael",Avena en Hojuelas,20000000,2024/05/06 00:00:00
103393,Gabriel Esteban Castro Navarro,Harina P.A.N. Blanca,,05-31-2024
100946,,Harina P.A.N. Amarilla,3000000.00,05-21-2024
100381,Patricia Santiago Hernández Morales,Harina P.A.N. Amarilla,,21.05.2024
102342,Jamileh Abdullah Al-Shanti,Donkat,"$ 1,500,000",2024/05/05 00:00:00
100793,Paula Ortiz Silva,Avena en Hojuelas,"$ 4,500,000",26.05.2024
102614,Ana Torres Rodríguez,Avena Molida,2500000,05-30-2024
101073,"ZAMBADA GARCIA, Ismael",Harina Pancho,2500000,28/05/2024
100301,Esteban Rodríguez Arias,Unikat,35000000,22/05/2024
103701,Mariana Camila Silva Gómez,Harina Pancho,35000000.00,2024/05/20 00:00:00
101420,"TREVIÑO MORALES, Miguel Angel",Unikat,20000000.00,2024-05-01
102121,Diana Rodríguez Rodríguez,Avena en Hojuelas,3000000,2024-05-12
100567,Miguel A. Treviño Morales,Avena Quaker,"$ 2,500,000",2024-05-31
103052,Valentina Paula Mendoza Ospina,Unikat,10000000.00,2024/05/13 00:00:00
102390,Valentina Claudia Navarro González,Avena Molida,5000000,
102487,Mariana Claudia Hernández González,Donkat,10000000,12/05/2024
101202,Luis María Chávez Arias,Avena Molida,35000000 COP,17/05/2024
103313,"CABELLO RONDON, Diosdado",Donkan,"$ 10,000,000",2024-05-12
101523,Rafael Caro-Quintero,Harina Pancho,,05-11-2024
101579,,Avena Quaker sin Gluten,20000000,2024-05-07
103331,Luis Mateo Restrepo Hernández,Donkan,4500000,26/05/2024
101725,,Harina P.A.N. Amarilla,2500000,2024-05-20
101164,Juan Gómez Ospina,Harina Pancho,,2024/05/18 00:00:00
100284,"ABU TEIR, Mohammed",Unikat,$2500000,14.05.2024
101611,Paula Gonzalo Mejía Martínez,Avena Quaker sin Gluten,12500000,2024/05/21 00:00:00
102531,"CARO QUINTERO, Rafael",Harina P.A.N. Amarilla,1500000,2024-05-27
103528,"TREVIÑO MORALES, Miguel Angel",Arena Unikat,10000000,2024-05-03
101063,Natalia Juliana Gómez Martínez,Harina P.A.N. Blanca,2500000,2024-05-10
102389,Daniela Díaz Ramírez,Unikat,2500000,2024-05-28
102708,Mateo Diana Gutiérrez Jaramillo,Unikat,5000000,24/05/2024
